idClass,idCourse,idLocation,classNumber,idInstructor
90598410,228131,1826,8th PERFCO-B,5365189
90592518,228129,1826,A,5385094
90592520,228129,1826,A,5385094
90592521,228129,1826,B,5385094
90592522,228129,1826,B,5385094
90592523,228129,1826,G,5385094
90592524,228129,1826,G,5385094
90592596,247674,1826,8SHALL-4,5385094
90592647,228129,1826,H,5385094
90592648,228129,1826,H,5385094
90649189,320996,1826,E,5385094
90649190,320996,1826,F,5385094
90649194,320996,1826,D,5385094
90649195,320996,1826,E,5385094
90592400,228150,1826,8SPAN-C,5399283
90592402,228150,1826,8SPAN-C,5399283
90592403,228150,1826,8SPAN-B,5399283
90592404,228150,1826,8SPAN-B,5399283
90592561,228150,1826,8SPAN-G,5399283
90592562,228150,1826,8SPAN-G,5399283
90592563,228150,1826,8SPAN-D,5399283
90592564,228150,1826,8SPAN-D,5399283
90592382,228132,1826,8ART-A,5448957
90592384,228132,1826,8ART-A,5448957
90592376,228151,1826,7/8ORCH,5726464
90592378,228151,1826,7/8ORCH,5726464
90592394,228154,1826,6ORCH-A,5726464
90592396,228154,1826,6ORCH-A,5726464
90592490,228141,1826,6PE-A,5726467
90592492,228141,1826,6PE-A,5726467
90592493,228141,1826,6PE-B,5726467
90592494,228141,1826,6PE-B,5726467
90592495,228141,1826,6PE-C,5726467
90592496,228141,1826,6PE-C,5726467
90592699,228141,1826,6PE-D,5726467
90592700,228141,1826,6PE-D,5726467
90592686,283440,1826,6ELA-A,5734205
90592688,283440,1826,6ELA-A,5734205
90592689,283440,1826,6ELA-B,5734205
90592690,283440,1826,6ELA-B,5734205
90592691,283440,1826,6ELA-C,5734205
90592692,283440,1826,6ELA-C,5734205
90592693,283440,1826,6ELA-D,5734205
90592694,283440,1826,6ELA-D,5734205
90592713,283467,1826,6ADV-E,5734205
90592714,283467,1826,6ADV-E,5734205
90592388,228146,1826,6BAND-A,5737573
90592390,228146,1826,6BAND-A,5737573
90592642,264095,1826,5LAN&ARTSURV-B-2,5952518
90592643,264095,1826,5LAN&ARTSURV-B-3,5737573
90592581,247647,1826,7SHALL-2,5938018
90592582,247647,1826,7SHALL-2,5938018
90649123,320997,1826,C,5938018
90649124,320997,1826,C,5938018
90649125,320997,1826,D,5938018
90649126,320997,1826,D,5938018
90649127,320997,1826,G,5938018
90649128,320997,1826,G,5938018
90649129,320997,1826,H,5938018
90649130,320997,1826,H,5938018
90749544,320997,1826,E,5938018
90749545,320997,1826,E,5938018
90592583,247647,1826,7SHALL-3,5952025
90592584,247647,1826,7SHALL-3,5952025
90592726,228149,1826,C,5952025
90592728,228149,1826,C,5952025
90592790,228127,1826,B,5952025
90592792,228127,1826,B,5952025
90592798,302916,1826,E,5952025
90598401,228149,1826,A,5952025
90598402,228149,1826,A,5952025
90598405,228127,1826,E,5952025
90598407,228127,1826,F,5952025
90598408,228127,1826,F,5952025
90592548,240822,1826,6VOC&DRAMA-A,5952518
90592550,240822,1826,6VOC&DRAMA-A,5952518
90592638,264095,1826,5LAN&ARTSURV-B-1,5952518
90592430,228134,1826,8ENGL-A,5982559
90592432,228134,1826,8ENGL-A,5982559
90592433,228134,1826,8ENGL-B,5982559
90592434,228134,1826,8ENGL-B,5982559
90592435,228134,1826,8ENGL-G,5982559
90592436,228134,1826,8ENGL-G,5982559
90592437,228134,1826,8ENGL-C,5982559
90592438,228134,1826,8ENGL-C,5982559
90592568,228142,1826,7HIST-D,5982559
90592569,228142,1826,7HIST-E,5982559
90592573,228142,1826,7HIST-F,5982559
90592574,228142,1826,7HIST-E,5982559
90592588,247674,1826,8SHALL-1,5982559
90592590,247674,1826,8SHALL-1,5982559
90593198,227848,1827,Ath-1,
90593202,227848,1827,Ath-1,
90593241,227847,1827,SPCHDC-1,
90593320,255176,1827,1,
90593359,227834,1827,1,
90593361,227834,1827,1,
90758661,248308,1827,1,
90758662,248308,1827,1,
90921721,330336,1827,1,
90921722,330336,1827,1,
90924462,227846,1827,14,
90924463,227846,1827,14,
90593262,292278,1827,INSPIRE,5131759
90592879,227806,1827,BAND-2A,5737573
90592880,227806,1827,BAND-2A,5737573
90592926,227814,1827,GEOM-3A,4729359
90592927,227814,1827,GEOM-3A,4729359
90592928,227814,1827,GEOM-3B,4729359
90592929,227814,1827,GEOM-3B,4729359
90592982,227823,1827,1,4729388
90593027,227849,1827,CAL AP-4A,4729359
90593028,227849,1827,CAL AP-4A,4729359
90593194,227830,1827,1,4729359
90645360,227814,1827,GEOM-4B,4729359
90645361,227814,1827,GEOM-4B,4729359
90757942,323836,1827,GEOM-M-4B,4729359
90757943,323836,1827,GEOM-M-4B,4729359
90592993,227831,1827,PHYSICS-4A,4729371
90592994,227831,1827,PHYSICS-4A,4729371
90592995,227831,1827,PHYSICS-4B,4729371
90592996,227831,1827,PHYSICS-4B,4729371
90593030,227852,1827,PHYS H-2A,4729371
90593031,227852,1827,PHYS H-2A,4729371
90593076,227851,1827,PHYS AP-3B,4729371
90593077,227851,1827,PHYS AP-3B,4729371
90593094,249021,1827,STHALL-1A,4729371
90593095,249021,1827,STHALL-1A,4729371
90593365,227834,1827,ATH B - 1B,5726467
90593366,227834,1827,ATH B - 1B,5726467
90592966,227820,1827,SPAN2-3B,4729373
90592967,227820,1827,SPAN2-3B,4729373
90592968,227820,1827,SPAN2-2A,4729373
90592969,227820,1827,SPAN2-2A,4729373
90592970,227820,1827,SPAN2-2B,4729373
90592971,227820,1827,SPAN2-2B,4729373
90592972,227820,1827,SPAN2-3A,4729373
90592973,227820,1827,SPAN2-3A,4729373
90593221,272737,1827,SPAN4H-4B,4729373
90593222,272737,1827,SPAN4H-4B,4729373
90593025,227847,1827,SPCH DC-7,4729375
90593316,227821,1827,SPCH-7,4729375
90592865,227803,1827,HIST9-3A,4729377
90592866,227803,1827,HIST9-3A,6018541
90592867,227803,1827,HIST9-3B,4729377
90592868,227803,1827,HIST9-3B,6018541
90592869,227803,1827,HIST9-4B,4729377
90592870,227803,1827,HIST9-4B,4729377
90592871,227803,1827,HIST9-1A,4729377
90592872,227803,1827,HIST9-1A,6018541
90593185,227846,1827,Acad Coach - 1B (F),4729377
90593186,227846,1827,Acad Coach - 1B (F),6018541
90593242,249021,1827,STHALL-4A,4729377
90593243,249021,1827,STHALL-4A,6018541
90593136,255407,1827,CHAP PRAC-3A,4729384
90593138,255407,1827,CHAP PRAC-3A,4729384
90593306,227846,1827,Acad Coach - 1A (J),4729393
90593307,227846,1827,Acad Coach - 1A (J),4729393
90678399,227846,1827,Acad Coach - 2A (J),4729393
90678400,227846,1827,Acad Coach - 2A (J),4729393
90924460,227846,1827,Acad Coach - 3B (J),4729393
90924461,227846,1827,Acad Coach - 3B (J),4729393
90592882,227807,1827,BIB9-3B,4729410
90592883,227807,1827,BIB9-3B,4729410
90592884,227807,1827,BIB9-4A,4729410
90592885,227807,1827,BIB9-4A,4729410
90592886,227807,1827,BIB9-2A,4729410
90592887,227807,1827,BIB9-2A,4729410
90592888,227807,1827,BIB9-2B,4729410
90592889,227807,1827,BIB9-2B,4729410
90593226,272738,1827,MIRACLES-4B,4729410
90593228,272738,1827,MIRACLES-4B,4729410
90592905,227811,1827,ENG9-1A,4729431
90592906,227811,1827,ENG9-1A,4729431
90592907,227811,1827,ENG9-1B,4729431
90592908,227811,1827,ENG9-1B,4729431
90592909,227811,1827,ENG9-3A,4729431
90592910,227811,1827,ENG9-3A,4729431
90593113,255408,1827,BIB 11-4A,4729431
90593125,255408,1827,BIB 11-4A,4729431
90593126,255408,1827,BIB 11-4B,4729431
90593300,227811,1827,ENG9-3B,4729431
90593301,227811,1827,ENG9-3B,4729431
90593322,255176,1827,HARD TOPICS-7,4729497
90647712,255408,1827,BIB 11-4B,4729431
90593010,227837,1827,CHEM-2A,4729434
90593011,227837,1827,CHEM-2A,4729434
90593012,227837,1827,CHEM-3A,4729434
90593013,227837,1827,CHEM-3A,4729434
90593043,227857,1827,CHEM H-3B,4729434
90593044,227857,1827,CHEM H-3B,4729434
90593045,227857,1827,CHEM H-2B,4729434
90593046,227857,1827,CHEM H-2B,4729434
90593061,227864,1827,CHEM AP-1A,4729434
90593062,227864,1827,CHEM AP-1A,4729434
90593107,227857,1827,CHEM H-4B,4729434
90593108,227857,1827,CHEM H-4B,4729434
90593363,227834,1827,ATH G - 1A,5726467
90593364,227834,1827,ATH G - 1A,5726467
90593268,292424,1827,Class of 2028,4729451
90593270,292424,1827,Class of 2028,5365178
90593273,292424,1827,Class of 2026,4729451
90593274,292424,1827,Class of 2026,5365178
90593275,292424,1827,Class of 2027,4729451
90593276,292424,1827,Class of 2027,4729451
90647862,292424,1827,Class of 2029,4729451
90647863,292424,1827,Class of 2029,4729451
90592948,227818,1827,HIST10-1A,4729460
90592949,227818,1827,HIST10-1A,4729460
90592950,227818,1827,HIST10-2B,4729460
90592951,227818,1827,HIST10-2B,4729460
90592952,227818,1827,HIST10-3B,4729460
90592953,227818,1827,HIST10-3B,4729460
90592954,227818,1827,HIST10-3A,4729460
90592955,227818,1827,HIST10-3A,4729460
90593296,296675,1827,AP WHIST-4A,4729460
90593297,296675,1827,AP WHIST-4A,4729460
90592919,227813,1827,ENG12DC-2B,4729463
90592920,227813,1827,ENG12DC-2B,4729463
90592921,227813,1827,ENG12DC-1A,4729463
90592922,227813,1827,ENG12DC-1A,4729463
90592923,227813,1827,ENG12DC-3A,4729463
90592924,227813,1827,ENG12DC-3A,4729463
90593064,227865,1827,ENG12AP-2A,4729463
90593065,227865,1827,ENG12AP-2A,4729463
90593115,255406,1827,BIB 12-4B,4729463
90593116,255406,1827,BIB 12-3B,4729463
90593120,255406,1827,BIB 12-4B,4729463
90593250,286458,1827,ENG12-1A,4729463
90593251,286458,1827,ENG12-1A,4729463
90593252,286458,1827,ENG12-2B,4729463
90593253,286458,1827,ENG12-2B,4729463
90593254,286458,1827,ENG12-3A,4729463
90593255,286458,1827,ENG12-3A,4729463
90593053,227859,1827,GEOM H-2B,4729470
90593054,227859,1827,GEOM H-2B,4729470
90593055,227859,1827,GEOM H-3A,4729470
90593056,227859,1827,GEOM H-3A,4729470
90593072,227850,1827,ADVSTAT-4A,4729470
90647541,313938,1827,PRECAL DC-2A,4729470
90647542,313938,1827,PRECAL DC-2A,4729470
90647563,313938,1827,PRECAL DC-3B,4729470
90647564,313938,1827,PRECAL DC-3B,4729470
90656479,227850,1827,ADVSTAT-4A,4729470
90747189,249021,1827,STHALL-4B,4729470
90747190,249021,1827,STHALL-4B,4729470
90592860,227802,1827,ANAT-2B,4729477
90592861,227802,1827,ANAT-2B,4729477
90592862,227802,1827,ANAT-3B,4729477
90592863,227802,1827,ANAT-3B,4729477
90593005,227835,1827,FORENSICS-3A,4729477
90593006,227835,1827,FORENSICS-3A,4729477
90593007,227835,1827,FORENSICS-2A,4729477
90593008,227835,1827,FORENSICS-2A,4729477
90593067,227866,1827,BIO ADV-1A,4729477
90593068,227866,1827,BIO ADV-1A,4729477
90593105,227866,1827,BIO ADV-1B,4729477
90593106,227866,1827,BIO ADV-1B,4729477
90647717,321871,1827,ANAT DC-2B,4729477
90647718,321871,1827,ANAT DC-2B,4729477
90647719,321871,1827,ANAT DC-3B,4729477
90647720,321871,1827,ANAT DC-3B,4729477
90592900,227810,1827,ECON-1A,4729479
90592901,227810,1827,ECON-1B,4729479
90592902,227810,1827,ECON-2A,4729479
90592903,227810,1827,ECON-3B,4729479
90593001,227833,1827,GOVT-2A,4729479
90593002,227833,1827,GOVT-1A,4729479
90593003,227833,1827,GOVT-2B,4729479
90593070,227868,1827,GOV AP-1B,4729479
90593096,227868,1827,GOV AP-3B,4729479
90593097,227810,1827,ECON-2B,4729479
90593121,255406,1827,BIB 12-4A,4729479
90593231,227868,1827,GOV AP-2A,4729479
90593232,227868,1827,GOV AP-1A,4729479
90593233,227868,1827,GOV AP-2B,4729479
90593234,227833,1827,GOVT-1B,4729479
90593235,227833,1827,GOVT-3B,4729479
90593291,255406,1827,BIB 12-4A,4729479
90592914,227812,1827,ENG11-2A,4729485
90592915,227812,1827,ENG11-2A,4729485
90592916,227812,1827,ENG11-1B,4729485
90592917,227812,1827,ENG11-1B,4729485
90593050,227858,1827,ENG11AP-3A,4729485
90593051,227858,1827,ENG11AP-3A,4729485
90593328,261818,1827,Read Int - 2B (W),4729485
90593329,261818,1827,Read Int - 2B (W),4729485
90647495,227812,1827,ENGL11-4A,4729485
90647496,227812,1827,ENGL11-4A,4729485
90791083,227858,1827,ENG11AP-3B,4729485
90791084,227858,1827,ENG11AP-3B,4729485
90593089,244004,1827,YRBK-4A,4729489
90593090,244004,1827,YRBK-4A,4729489
90592957,227819,1827,SPAN1-1B,4729494
90592958,227819,1827,SPAN1-1B,4729494
90592959,227819,1827,SPAN1-2A,4729494
90592960,227819,1827,SPAN1-2A,4729494
90592961,227819,1827,SPAN1-2B,4729494
90592962,227819,1827,SPAN1-2B,4729494
90592963,227819,1827,SPAN1-3A,4729494
90592964,227819,1827,SPAN1-3A,4729494
90593058,227861,1827,SPAN3 H-3B,4729494
90593059,227861,1827,SPAN3 H-3B,4729494
90593091,227861,1827,SPAN3 H-1A,4729494
90593092,227861,1827,SPAN3 H-1A,4729494
90593021,227847,1827,SPCH DC-4A,4729496
90593104,227847,1827,SPCH DC-4B,4729496
90593153,227821,1827,Speech-SS,4729496
90593210,272739,1827,USHIST DC-3A,4729496
90593211,272739,1827,USHIST DC-3A,4729496
90593212,272739,1827,USHIST DC-1A,4729496
90593213,272739,1827,USHIST DC-1A,4729496
90593214,272739,1827,USHIST DC-1B,4729496
90593215,272739,1827,USHIST DC-1B,4729496
90593216,272739,1827,USHIST DC-2B,4729496
90593217,272739,1827,USHIST DC-2B,4729496
90593245,227840,1827,USHIST-1A,4729496
90593246,227840,1827,USHIST-1A,4729496
90593247,227840,1827,USHIST-1B,4729496
90593248,227840,1827,USHIST-1B,4729496
90593287,227840,1827,USHIST-2B,4729496
90593288,227840,1827,USHIST-2B,4729496
90593289,227840,1827,USHIST-3A,4729496
90593290,227840,1827,USHIST-3A,4729496
90593311,227821,1827,SPCH-4A,4729496
90593312,227821,1827,SPCH-4B,4729496
90647642,313942,1827,COMP REL-4A,4729496
90647643,313942,1827,COMP REL-4B,4729496
90756691,323827,1827,USHIST-M-1B,5952045
90756692,323827,1827,USHIST-M-1B,5952045
90756693,323827,1827,USHIST-M-2B,4729496
90756694,323827,1827,USHIST-M-2B,4729496
90921723,330336,1827,HIST WRel-4A,4729496
90921724,330336,1827,HIST WRel-4A,4729496
90593264,292278,1827,INSPIRE,5131759
90592945,227817,1827,CHOIR-2B,4729521
90592946,227817,1827,CHOIR-2B,4729500
90592990,227829,1827,THTR 1-4B,4729521
90592991,227829,1827,THTR 1-4B,4729521
90592998,227832,1827,TECH THEA-3B,4729521
90592999,227832,1827,TECH THEA-3B,4729521
90593082,244002,1827,INTRO THTR-2A,5365189
90593083,244002,1827,INTRO THTR-2A,5365189
90647725,227829,1827,THTR 2-3A,4729521
90647726,227829,1827,THTR 2-3A,4729521
90593110,255293,1827,ENGR SURV-3B,4735882
90593111,255293,1827,ENGR SURV-3B,4735882
90593323,255293,1827,ENGR SURV-2B,4735882
90593324,255293,1827,ENGR SURV-2B,4735882
90647858,313941,1827,COMP SCI-1A,4735882
90647859,313941,1827,COMP SCI-1A,4735882
90647860,313941,1827,COMP SCI-3A,4735882
90647861,313941,1827,COMP SCI-3A,4735882
90756696,323828,1827,ENGSCI-INT-2A,4735882
90756697,323828,1827,ENGSCI-INT-2A,4735882
90592891,227808,1827,BIB10-2A,4736675
90592892,227808,1827,BIB10-2A,4736675
90592893,227808,1827,BIB10-1B,4736675
90592894,227808,1827,BIB10-1B,4736675
90592895,227808,1827,BIB10-2B,4736675
90592896,227808,1827,BIB10-2B,4736675
90593086,227808,1827,BIB10-1A,4736675
90593087,227808,1827,BIB10-1A,4736675
90593132,255292,1827,SPIR DISC-3B,4736675
90593346,227808,1827,BIB10-4A,4736675
90593347,227808,1827,BIB10-4A,4736675
90656480,255408,1827,BIB 11-3B,4736675
90592984,227826,1827,BIOL-3B,4754911
90592985,227826,1827,BIOL-3B,4754911
90593036,227856,1827,BIOL H-3A,4754911
90593037,227856,1827,BIOL H-3A,4754911
90593038,227856,1827,BIOL H-4A,4754911
90593039,227856,1827,BIOL H-4A,4754911
90593040,227856,1827,BIOL H-4B,4754911
90593041,227856,1827,BIOL H-4B,4754911
90593073,227826,1827,BIOL-2B,4754911
90593074,227826,1827,BIOL-2B,4754911
90593378,313954,1827,IPC Int - 2A,4754911
90593380,313954,1827,IPC Int - 2A,4754911
90656478,313953,1827,ENTR-1B,4757940
90723897,313953,1827,ENTR - 4A,4757940
90592936,227816,1827,ENG10-3A,4940029
90592937,227816,1827,ENG10-3A,4940029
90592938,227816,1827,ENG10-2A,4940029
90592939,227816,1827,ENG10-2A,4940029
90592942,227816,1827,ENG10-1B,4940029
90592943,227816,1827,ENG10-1B,4940029
90593102,227816,1827,ENG10-4B,4940029
90593103,227816,1827,ENG10-4B,4940029
90593293,227816,1827,ENG10-4A,4940029
90593294,227816,1827,ENG10-4A,4940029
90799176,227846,1827,Acad Coach - 2B (T),4940029
90799177,227846,1827,Acad Coach - 2B (T),4940029
90592931,227815,1827,ALG2-3B,4940034
90592932,227815,1827,ALG2-3B,4940034
90592933,227815,1827,ALG2-1A,4940034
90592934,227815,1827,ALG2-1A,4940034
90592975,227822,1827,ALG1-2A,4940034
90592976,227822,1827,ALG1-2A,4940034
90592977,227822,1827,ALG1-4A,4940034
90592978,227822,1827,ALG1-4A,4940034
90593033,227855,1827,ALG2 H-4B,4940034
90593034,227855,1827,ALG2 H-4B,4940034
90593098,227855,1827,ALG2 H-1B,4940034
90593099,227855,1827,ALG2 H-1B,4940034
90593279,296674,1827,AP HUG - 3B,5131759
90593280,296674,1827,AP HUG - 3B,5131759
90592876,227804,1827,ART 1 - 4B,5448957
90592877,227804,1827,ART 1 - 4B,5448957
90593015,227839,1827,ART CER 1-3A,5448957
90593016,227839,1827,ART CER 1-3A,5448957
90593018,227842,1827,ART CER 2-4A,5448957
90593019,227842,1827,ART CER 2-4A,5448957
90593257,227799,1827,ART2-3B,5448957
90593258,227799,1827,ART2-3B,5448957
90647852,227805,1827,ART 3-2A,5448957
90647853,227805,1827,ART 3-2A,5448957
90592987,227828,1827,ORCH-ADV-4B,5726464
90592988,227828,1827,ORCH-ADV-4B,5726464
90593142,227838,1827,LLAB 12-4B,5734204
90593143,227838,1827,LLAB-4B,5734204
90593146,227838,1827,LLAB 11-1A,5734204
90593147,227838,1827,LLAB 11-1A,5734204
90593308,227846,1827,Acad Coach - 4A (M),5734204
90593309,227846,1827,Acad Coach - 4A (M),5734204
90678401,227846,1827,Acad Coach - 1B (M),5734204
90678402,227846,1827,Acad Coach - 1B (M),5734204
90678403,227846,1827,Acad Coach - 2B (M),5734204
90678404,227846,1827,Acad Coach - 2B (M),5734204
90757913,323834,1827,ENG11-INT-3A,5734204
90757914,323834,1827,ENG11-INT-3A,5734204
90757934,323835,1827,ENG9-INT-3A,5734204
90757935,323835,1827,ENG9-INT-3A,5734204
90857645,261819,1827,MATH INT-3B,5734204
90857646,261819,1827,MATH INT-3B,5734204
90593148,227838,1827,LLAB 10-2B,5792689
90593149,227838,1827,LLAB 10-2B,5792689
90678369,227846,1827,Acad Coach - 1B (R),5792689
90678370,227846,1827,Acad Coach - 1B (R),5792689
90593140,227838,1827,LLAB 9-3B,5952045
90593141,227838,1827,LLAB 9-3B,5952045
90593163,227846,1827,Acad Coach - 1A (A),5952045
90593164,227846,1827,Acad Coach - 1A (A),5952045
90593236,227846,1827,Acad Coach - 2A (A),5952045
90593237,227846,1827,Acad Coach - 2A (A),5952045
90678405,227846,1827,Acad Coach - 4A (A),5952045
90678406,227846,1827,Acad Coach - 4A (A),5952045
90703154,227846,1827,Acad Coach - 3A (H),5952045
90756699,323830,1827,ENGL12-INT-2B,5952045
90756700,323830,1827,ENGL12-INT-2B,5952045
90758904,323829,1827,GOVT-INT-3A,5952045
90593079,242983,1827,FINANCIAL MATH-1A,5952520
90593080,242983,1827,FINANCIAL MATH-1A,5952520
90593100,242983,1827,FINANCIAL MATH-4B,5952520
90593101,242983,1827,FINANCIAL MATH-4B,5952520
90593229,261819,1827,MATH INT-1B,5952520
90593230,261819,1827,MATH INT-1B,5952520
90647193,313940,1827,PRECAL-2B,5952520
90647194,313940,1827,PRECAL-2B,5952520
90647195,313940,1827,PRECAL-2A,5952520
90647196,313940,1827,PRECAL-2A,5952520
90703155,227846,1827,Acad Coach - 3A (H),5952520
90595593,285146,1828,08-ART-1,
90791191,307963,1828,07-HR,
90791193,307964,1828,08-HR-1,
90595669,285717,1828,07-HIST-1,4729366
90595673,285718,1828,08-WGEO-1,4729366
90780011,285718,1828,07-WGEO-1,4729366
90595690,307956,1828,07-HUM-1,4729415
90595413,228244,1828,02-ART-1,4729383
90595445,228245,1828,4-ART-1,4729383
90595521,262643,1828,03-ART-1,4729383
90595553,284811,1828,0K-ART-1,4729383
90595561,284812,1828,01-ART-1,4729383
90595569,285129,1828,05-ART-1,4753390
90595577,285143,1828,06-ART-1,4729383
90595585,285144,1828,ART-1,4729383
90780074,285144,1828,ART-2,4729383
90595493,251657,1828,05-READ-1,4753390
90595497,251656,1828,05-LANG-1,4753390
90595617,285156,1828,05-BIB-1,4753390
90595621,285158,1828,05-HIST-1,4753390
90595625,285152,1828,05-HR,4753390
90595629,285166,1828,05-SCI-1,4753390
90595665,285315,1828,05MATH-1,4753390
90595545,263041,1828,ALGI-1,4729408
90595661,285314,1828,06-MATH-1,4729420
90595685,307731,1828,07-MATH -1,4729408
90595686,285199,1828,PREALG-1,4729408
90595694,307958,1828,08-HUM-1,5405985
90805745,228225,1828,78-WRIT-1,4729415
90805784,228225,1828,7/8-WRIT-2,4729415
90595481,228223,1828,06-LANG-1,4729420
90595489,228222,1828,06-READ-1,4729420
90595633,285169,1828,06-BIB-1,4729420
90595637,285170,1828,06-HIST-1,4729420
90595641,285154,1828,06-HR,4729420
90595645,285171,1828,06-SCI-1,4729420
90791935,324658,1828,7/8,4729420
90595417,228182,1828,02-READ-1,4729459
90595421,228179,1828,02-BIB-1,4729459
90595425,228183,1828,02-MATH-1,4729459
90595433,228259,1828,02-LANG-1,4729459
90595437,228258,1828,02-SCIHIS-1,4729459
90595441,228184,1828,02-LANG-1,4729459
90595513,253554,1828,02-HR,4729459
90595393,228185,1828,01-BIB-1,4729486
90595397,228187,1828,01-MATH-1,4729486
90595401,228254,1828,01-LANG-1,4729486
90595405,228255,1828,01-SCIHIS-1,4729486
90595409,228256,1828,01-LANG-1,4729486
90595509,253553,1828,01-HR,4729486
90595473,228204,1828,04-LATIN-1,4753390
90595549,263463,1828,78-LATIN-1,4729490
90595613,264389,1828,03-LATIN-1,4729490
90595677,287480,1828,05-LATIN-1,4753390
90595681,287532,1828,06-LATIN-1,4729490
90791939,263463,1828,78-LATIN-2,4729490
90595449,228198,1828,03-READ-1,4736021
90595453,228190,1828,03-BIB-1,4736021
90595457,228197,1828,03-MATH-1,4736021
90595465,228260,1828,03-SCIHIS-1,4736021
90595501,251704,1828,03-LANG-1,4736021
90595529,262661,1828,03-HR,4736021
90595469,228199,1828,04-LANG-1,4753390
90595477,228201,1828,04-MATH-1,4753390
90595517,262657,1828,04-BIB-1,4752368
90595533,262659,1828,04-READ-1,4753390
90595537,262662,1828,04-HR,4752368
90595541,262660,1828,04-SCIHIS-1,4753390
90595573,285132,1828,05-MUSIC-1,5952518
90595705,228199,1828,04-LANG-2,4753390
90595706,228201,1828,04-MATH-2,4753390
90595707,262659,1828,04-READ-2,4753390
90859225,285315,1828,05-MATH-2,4753390
90859226,251657,1828,05-READ-2,4753390
90859231,251656,1828,05-LANG-2,4753390
90595715,311092,1828,LIB-1,5161275
90791938,311092,1828,LIB-2,5161275
90805331,311092,1828,LIB-3,5161275
90595601,285125,1828,0K-SPAN-1,5365186
90595605,285148,1828,01-SPAN-1,5365186
90595609,285150,1828,02-SPAN-1,5365186
90595369,228180,1828,0K-READ-1,5597608
90595373,228178,1828,0K-BIB-1,5597608
90595377,228181,1828,0K-MATH-1,5597608
90595381,228189,1828,0K-LANG-1,5597608
90595385,228242,1828,0K-SCIHIS-1,5597608
90595505,253552,1828,K-HR,5597608
90595653,285197,1828,78-SCI-1,5938018
90595429,228229,1828,02-MUS-1,5952518
90595461,228230,1828,03-MUSIC-1,5952518
90595525,262646,1828,04-MUSIC-1,5952518
90595557,284813,1828,0K-MUSIC-1,5952518
90595565,285128,1828,01-MUS-1,5952518
90595581,285142,1828,06-MUSIC-1,5952518
